URS;REQUISITANTE;NFM;FABRICANTE;VACINA;DATA;MOV;LOTE;VALIDADE; QUANTIDADE ; VALOR 
PATOS DE MINAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE PATOS DE MINAS/MG;11075975;FUNDACAO BUTANTAN;CORONAVAC;02/09/2021;14;202107101H;23/07/2022; 440 ; 25.608 
PEDRA AZUL;Requisitante: GERENCIA REGIONAL DE SAUDE DE PEDRA AZUL/MG;11075895;FUNDACAO BUTANTAN;CORONAVAC;02/09/2021;14;202107101H;23/07/2022; 280 ; 16.296 
PIRAPORA;Requisitante: GERENCIA REGIONAL DE SAUDE DE PIRAPORA/MG;11076923;FUNDACAO BUTANTAN;CORONAVAC;02/09/2021;14;202107101H;23/07/2022; 120 ; 6.984 
PONTE NOVA;Requisitante: GERENCIA REGIONAL DE SAUDE DE PONTE NOVA/MG;11077295;FUNDACAO BUTANTAN;CORONAVAC;02/09/2021;14;202107101H;23/07/2022; 360 ; 20.952 
SAO JOAO DEL REI;Requisitante: GERENCIA REGIONAL DE SAUDE DE SAO JOAO DEL REI/MG;11076520;FUNDACAO BUTANTAN;CORONAVAC;02/09/2021;14;202107101H;23/07/2022; 280 ; 16.296 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;11077002;FUNDACAO BUTANTAN;CORONAVAC;02/09/2021;14;202107101H;23/07/2022; 680 ; 39.576 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;11075941;FUNDACAO BUTANTAN;CORONAVAC;02/09/2021;14;202107101H;23/07/2022; 520 ; 30.264 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;11077072;FUNDACAO BUTANTAN;CORONAVAC;02/09/2021;14;202107101H;23/07/2022; 320 ; 18.624 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;11075523;FUNDACAO BUTANTAN;CORONAVAC;02/09/2021;14;202107101H;23/07/2022; 840 ; 48.888 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;11075588;FUNDACAO BUTANTAN;CORONAVAC;02/09/2021;14;202107101H;23/07/2022; 1.160 ; 67.512 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;11076022;FUNDACAO BUTANTAN;CORONAVAC;02/09/2021;14;202107101H;23/07/2022; 280 ; 16.296 
VARGINHA;Requisitante: GERENCIA REGIONAL DE SAUDE DE VARGINHA/MG;11075794;FUNDACAO BUTANTAN;CORONAVAC;02/09/2021;14;202107101H;23/07/2022; 920 ; 53.544 
BELO HORIZONTE;Requisitante: SECRETARIA MUNICIPAL DE SAUDE DE BELO HORIZONTE/MG;11074379;FUNDACAO BUTANTAN;CORONAVAC;02/09/2021;14;202107101H;23/07/2022; 2.720 ; 158.304 
SECRETARIA DE VIGILANCIA EM SAUDE;Requisitante: SECRETARIA DE VIGILANCIA EM SAUDE;11096923;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;04/09/2021;16;202108112H;04/08/2022; 194.448 ; 11.316.874 
SECRETARIA DE VIGILANCIA EM SAUDE;Requisitante: SECRETARIA DE VIGILANCIA EM SAUDE;11096923;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;04/09/2021;16;202108111H;03/08/2022; 628.952 ; 36.605.006 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;9435907;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/03/2021;14;212VCD001ZVA;20/08/2021; 4.500 ; 89.415 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;9505302;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;02/04/2021;14;212VCD001ZVA;20/08/2021; 1.000 ; 19.870 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;9563508;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/04/2021;14;213VCD006W;06/09/2021; 400 ; 7.948 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;9563508;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/04/2021;14;213VCD001W;03/09/2021; 5.100 ; 101.337 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;9644589;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;16/04/2021;14;213VCD006W;06/09/2021; 9.500 ; 188.765 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;9710519;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;23/04/2021;14;213VCD030Z;21/09/2021; 7.250 ; 144.058 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;9776182;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;30/04/2021;14;213VCD036Z;25/09/2021; 12.250 ; 243.408 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;9810868;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;04/05/2021;14;214VCD074Z;09/10/2021; 17.250 ; 342.758 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;9864306;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/05/2021;14;214VCD073W;09/10/2021; 1.250 ; 24.838 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;9919936;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;14/05/2021;14;214VCD088W;17/10/2021; 5.600 ; 111.272 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;9919936;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;14/05/2021;14;214VCD089W;17/10/2021; 1.650 ; 32.786 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;9965484;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;19/05/2021;14;214VCD089W;17/10/2021; 1.620 ; 32.189 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;9973569;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;20/05/2021;14;214VCD099W;22/10/2021; 9.750 ; 193.733 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10044340;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;28/05/2021;14;214VCD110Z;25/10/2021; 18.000 ; 357.660 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10092633;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;03/06/2021;14;214VCD111W;26/10/2021; 7.750 ; 153.993 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10092633;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;03/06/2021;14;214VCD099W;22/10/2021; 5.500 ; 109.285 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10157711;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/06/2021;14;215VCD136W;06/11/2021; 4.750 ; 94.383 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10240438;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;18/06/2021;14;215VCD154Z;13/11/2021; 250 ; 4.968 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10277481;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;23/06/2021;14;215VCD162W;21/11/2021; 19.630 ; 390.048 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10305460;JANSSEN PHARMACEUTICA NV;JANSSEN;25/06/2021;14;210A21A;11/08/2021; 2.850 ; 107.672 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10370110;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;01/07/2021;14;215VCD174Z;27/11/2021; 15.250 ; 303.018 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10420934;JANSSEN PHARMACEUTICA NV;JANSSEN;06/07/2021;14;1821287;15/09/2021; 8.000 ; 394.216 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10420934;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;06/07/2021;14;216VCD189Z;05/12/2021; 7.000 ; 139.090 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10527694;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;15/07/2021;14;216VCD200Z;17/12/2021; 7.750 ; 153.993 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10585347;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;21/07/2021;14;216VCD211W;21/12/2021; 10.000 ; 198.700 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10650887;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;28/07/2021;14;216VCD211W;21/12/2021; 5.000 ; 99.350 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10700680;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;02/08/2021;14;217VCD221W;28/12/2021; 750 ; 14.903 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10786370;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/08/2021;14;217VCD228Z;04/01/2022; 5.000 ; 99.350 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10805459;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/08/2021;14;217VCD228Z;04/01/2022; 160 ; 3.179 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10851380;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;13/08/2021;14;217VCD232Z;16/01/2022; 5.250 ; 104.318 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10895453;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;17/08/2021;14;217VCD235Z;18/01/2022; 9.000 ; 178.830 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;10961188;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/08/2021;14;218VCD245W;28/01/2022; 7.250 ; 144.058 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;11052377;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;01/09/2021;14;218VCD246Z;28/01/2022; 2.250 ; 44.708 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;11076686;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;02/09/2021;14;218VCD250W;30/01/2022; 3.500 ; 69.545 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;11208103;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;16/09/2021;14;218VCD257Z;24/02/2022; 6.250 ; 124.188 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;11254823;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;21/09/2021;14;218VCD261Z;26/02/2022; 7.500 ; 149.025 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;11292964;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/09/2021;14;218VCD254W;22/02/2022; 2.000 ; 39.740 
ALFENAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE ALFENAS/MG;11338660;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;29/09/2021;14;219VCD266W;28/02/2022; 2.500 ; 82.500 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;9437154;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/03/2021;14;212VCD001ZVA;20/08/2021; 1.750 ; 34.773 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;9505321;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;02/04/2021;14;212VCD001ZVA;20/08/2021; 1.250 ; 24.838 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;9563525;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/04/2021;14;213VCD006W;06/09/2021; 6.250 ; 124.188 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;9644619;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;16/04/2021;14;213VCD006W;06/09/2021; 11.000 ; 218.570 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;9710515;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;23/04/2021;14;213VCD030Z;21/09/2021; 8.500 ; 168.895 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;9776167;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;30/04/2021;14;213VCD036Z;25/09/2021; 14.250 ; 283.148 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;9810906;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;04/05/2021;14;214VCD074Z;09/10/2021; 19.500 ; 387.465 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;9858036;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/05/2021;14;214VCD073W;09/10/2021; 1.500 ; 29.805 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;9917654;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;14/05/2021;14;214VCD088W;17/10/2021; 8.250 ; 163.928 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;9965488;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;19/05/2021;14;214VCD089W;17/10/2021; 1.980 ; 39.343 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;9970598;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;20/05/2021;14;214VCD099W;22/10/2021; 11.250 ; 223.538 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;9971031;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;20/05/2021;14;214VCD099W;22/10/2021; 115 ; 2.285 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10044170;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;28/05/2021;14;214VCD110Z;25/10/2021; 16.250 ; 322.888 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10092641;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;03/06/2021;14;214VCD111W;26/10/2021; 14.750 ; 293.083 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10157679;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/06/2021;14;215VCD140Z;07/11/2021; 3.250 ; 64.578 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10157679;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/06/2021;14;215VCD136W;06/11/2021; 6.500 ; 129.155 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10240522;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;18/06/2021;14;215VCD154Z;13/11/2021; 50 ; 994 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10274959;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;22/06/2021;14;215VCD159W;20/11/2021; 22.270 ; 442.505 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10305522;JANSSEN PHARMACEUTICA NV;JANSSEN;25/06/2021;14;210A21A;11/08/2021; 3.000 ; 113.339 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10370308;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;01/07/2021;14;216VCD013VA;28/11/2021; 18.750 ; 372.563 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10420850;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;06/07/2021;14;216VCD189Z;05/12/2021; 7.750 ; 153.993 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10420850;JANSSEN PHARMACEUTICA NV;JANSSEN;06/07/2021;14;1821287;15/09/2021; 7.650 ; 376.969 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10527620;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;15/07/2021;14;216VCD200Z;17/12/2021; 9.000 ; 178.830 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10576217;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;21/07/2021;14;216VCD211W;21/12/2021; 11.500 ; 228.505 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10650918;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;28/07/2021;14;216VCD211W;21/12/2021; 4.125 ; 81.964 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10650918;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;28/07/2021;14;217VCD221W;28/12/2021; 1.375 ; 27.321 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10699640;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;02/08/2021;14;217VCD221W;28/12/2021; 750 ; 14.903 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10786269;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/08/2021;14;217VCD228Z;04/01/2022; 5.500 ; 109.285 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10786269;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/08/2021;14;211A21A;30/10/2021; 150 ; 7.392 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10801712;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/08/2021;14;217VCD228Z;04/01/2022; 245 ; 4.868 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10851264;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;13/08/2021;14;217VCD232Z;16/01/2022; 3.500 ; 69.545 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10894592;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;17/08/2021;14;217VCD235Z;18/01/2022; 8.750 ; 173.863 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10960854;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/08/2021;14;218VCD245W;28/01/2022; 7.220 ; 143.461 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;10960854;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/08/2021;14;217VCD235Z;18/01/2022; 2.030 ; 40.336 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;11052223;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;01/09/2021;14;218VCD246Z;28/01/2022; 4.500 ; 89.415 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;11076422;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;02/09/2021;14;218VCD250W;30/01/2022; 4.750 ; 94.383 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;11208073;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;16/09/2021;14;218VCD257Z;24/02/2022; 7.500 ; 149.025 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;11249496;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;21/09/2021;14;218VCD261Z;26/02/2022; 9.000 ; 178.830 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;11292831;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/09/2021;14;218VCD254W;22/02/2022; 2.250 ; 44.708 
BARBACENA;Requisitante: GERENCIA REGIONAL DE SAUDE DE BARBACENA/MG;11330363;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;28/09/2021;14;219VCD266W;28/02/2022; 2.750 ; 90.750 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;9437558;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/03/2021;14;212VCD001ZVA;20/08/2021; 4.000 ; 79.480 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;9509781;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;05/04/2021;14;213VCD001W;03/09/2021; 6.250 ; 124.188 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;9560126;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/04/2021;14;213VCD006W;06/09/2021; 31.250 ; 620.938 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;9644637;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;16/04/2021;14;213VCD028W;21/09/2021; 47.140 ; 936.672 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;9644637;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;16/04/2021;14;213VCD012Z;12/09/2021; 1.860 ; 36.958 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;9710417;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;23/04/2021;14;213VCD030Z;21/09/2021; 5.150 ; 102.331 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;9710417;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;23/04/2021;14;213VCD028W;21/09/2021; 35.100 ; 697.437 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;9776645;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;30/04/2021;14;213VCD037W;26/09/2021; 67.750 ; 1.346.193 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;9808579;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;04/05/2021;14;214VCD073W;09/10/2021; 98.250 ; 1.952.228 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;9857848;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/05/2021;14;214VCD073W;09/10/2021; 6.000 ; 119.220 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;9917790;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;14/05/2021;14;214VCD089W;17/10/2021; 35.250 ; 700.418 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;9965493;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;19/05/2021;14;214VCD089W;17/10/2021; 9.400 ; 186.778 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;9971251;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;20/05/2021;14;214VCD099W;22/10/2021; 52.500 ; 1.043.175 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;10044154;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;28/05/2021;14;214VCD110Z;25/10/2021; 70.500 ; 1.400.835 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;10092649;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;03/06/2021;14;215VCD136W;06/11/2021; 57.775 ; 1.147.989 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;10092649;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;03/06/2021;14;214VCD111W;26/10/2021; 17.975 ; 357.163 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;10157740;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/06/2021;14;215VCD154Z;13/11/2021; 65.025 ; 1.292.047 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;10157740;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/06/2021;14;215VCD140Z;07/11/2021; 2.725 ; 54.146 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;10274962;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;22/06/2021;14;215VCD158W;20/11/2021; 107.100 ; 2.128.077 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;10304869;JANSSEN PHARMACEUTICA NV;JANSSEN;25/06/2021;14;210A21A;11/08/2021; 26.450 ; 999.274 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;10370144;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;01/07/2021;14;216VCD013VA;28/11/2021; 76.250 ; 1.515.088 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;10415944;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;06/07/2021;14;216VCD189Z;05/12/2021; 39.750 ; 789.833 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;10415944;JANSSEN PHARMACEUTICA NV;JANSSEN;06/07/2021;14;1821287;15/09/2021; 58.300 ; 2.872.849 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;10464481;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/07/2021;14;216VCD189Z;05/12/2021; 250 ; 4.968 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;10527604;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;15/07/2021;14;216VCD200Z;17/12/2021; 60.000 ; 1.192.200 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;10576163;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;21/07/2021;14;216VCD211W;21/12/2021; 59.750 ; 1.187.233 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;10650825;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;28/07/2021;14;217VCD221W;28/12/2021; 27.250 ; 541.458 
BELO HORIZONTE;Requisitante: GERENCIA REGIONAL DE SAUDE DE BELO HORIZONTE/MG;10697539;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;02/08/2021;14;217VCD221W;28/12/2021; 3.000 ; 59.610 
